Id,Dt_Customer,Recency,CustomerTenure,MntTotal,TotalPurchases,Perc_WebPurchases,Perc_CatalogPurchases,Perc_StorePurchases,Income,Kidhome,Teenhome,Education,Marital_Status,NumWebVisitsMonth,CLV_simple,CLV_log,Churn_KMeans,Valioso,Churn_Valioso_KMeans,Prob_Churn_Valioso_Modelo
7829,2013-09-26,99,436,65,6,0.3333333333333333,0.1666666666666666,0.3333333333333333,36640.0,1,0,2n Cycle,Divorced,5,390,8.15269168354694,1,0,0,0.0
591,2013-01-20,76,685,677,20,0.4,0.15,0.35,66033.0,0,1,Graduation,Widow,7,13540,19.847690192958336,0,1,0,0.01
10245,2012-10-31,71,766,756,15,0.2,0.2,0.5333333333333333,80910.0,0,0,2n Cycle,Single,1,11340,18.38049779211149,0,1,0,0.0
9592,2013-06-30,51,524,33,7,0.2857142857142857,0.0,0.4285714285714285,22010.0,1,0,Graduation,Together,8,231,7.332860565826746,0,0,0,0.0
10992,2012-08-29,77,829,1148,26,0.1538461538461538,0.2307692307692307,0.4230769230769231,75702.0,1,1,Graduation,Together,8,29848,23.22459988006298,0,1,0,0.01
3972,2013-03-04,70,642,401,19,0.3684210526315789,0.0526315789473684,0.2631578947368421,50200.0,1,1,Graduation,Together,8,7619,17.96376504869624,0,1,0,0.01
9727,2014-02-28,13,281,81,7,0.2857142857142857,0.0,0.5714285714285714,23539.0,0,0,Graduation,Married,6,567,9.163515065281384,0,0,0,0.0
3426,2013-07-15,89,509,1596,26,0.1923076923076923,0.1923076923076923,0.5,70300.0,1,0,Graduation,Divorced,8,41496,24.309704303390244,1,1,1,0.97
10983,2013-01-29,17,676,930,23,0.2608695652173913,0.1304347826086956,0.5652173913043478,75278.0,0,0,Graduation,Together,3,21390,21.72599998140206,0,1,0,0.0
7761,2013-01-08,71,697,109,9,0.3333333333333333,0.0,0.4444444444444444,38702.0,1,0,2n Cycle,Together,6,981,10.823256020184818,0,0,0,0.0
1411,2013-10-11,58,421,940,16,0.125,0.5625,0.25,82623.0,0,0,Graduation,Divorced,1,15040,19.39885066906746,0,1,0,0.03
4837,2013-02-16,57,658,1305,28,0.2857142857142857,0.1785714285714285,0.4642857142857143,71322.0,0,1,PhD,Married,4,36540,24.15941924981461,0,1,0,0.0
2217,2013-03-29,46,617,23,4,0.0,0.0,0.75,37284.0,1,1,2n Cycle,Married,6,92,5.1148803223183945,0,0,0,0.0
10164,2014-03-04,75,277,1691,16,0.3125,0.3125,0.3125,94472.0,0,1,Graduation,Single,5,27056,21.061163236862992,0,1,0,0.0
6271,2014-06-19,13,170,63,6,0.3333333333333333,0.0,0.5,50870.0,0,1,PhD,Married,5,378,8.092812800644039,0,0,0,0.0
8897,2013-04-24,9,591,654,25,0.28,0.12,0.28,42720.0,1,1,Graduation,Single,8,16350,21.12756761155533,0,1,0,0.0
5025,2013-12-24,32,347,135,8,0.25,0.125,0.5,48526.0,1,0,Graduation,Single,3,1080,10.794206054910113,0,0,0,0.0
807,2014-02-15,35,294,292,17,0.3529411764705882,0.0588235294117647,0.2352941176470588,44602.0,1,1,Master,Together,8,4964,16.417810489078306,0,0,0,0.0
1916,2013-07-24,92,500,437,19,0.3684210526315789,0.0526315789473684,0.3157894736842105,45736.0,0,1,Master,Married,7,8303,18.22069948463511,1,1,1,0.81
2678,2013-02-13,62,661,209,11,0.4545454545454545,0.0,0.2727272727272727,34412.0,1,0,Graduation,Single,9,2299,13.287063060211333,0,0,0,0.0
9500,2013-01-25,66,680,758,22,0.4090909090909091,0.0909090909090909,0.3636363636363636,58113.0,0,1,Graduation,Married,7,16676,20.79460321305584,0,1,0,0.0
1878,2014-02-18,83,291,37,6,0.3333333333333333,0.0,0.5,23148.0,0,0,2n Cycle,Married,7,222,7.078415826274716,1,0,0,0.0
6200,2013-08-04,50,489,901,23,0.2608695652173913,0.2608695652173913,0.391304347826087,75903.0,0,1,Graduation,Married,3,20723,21.62543123952627,0,1,0,0.0
6963,2014-05-03,85,217,1157,18,0.1111111111111111,0.2777777777777778,0.5555555555555556,77457.0,0,0,Graduation,Single,1,20826,20.771396549974,1,1,1,0.98
7214,2013-05-07,49,578,1283,18,0.2222222222222222,0.4444444444444444,0.2777777777777778,62187.0,0,0,Graduation,Married,3,23094,21.0755153623882,0,1,0,0.02
10356,2012-09-22,5,805,32,5,0.2,0.0,0.6,41437.0,1,1,PhD,Divorced,7,160,6.264900532485061,0,0,0,0.0
1000,2013-08-03,48,490,964,27,0.3333333333333333,0.074074074074074,0.4444444444444444,74881.0,1,1,Master,Together,5,26028,22.89933625378353,0,1,0,0.02
1324,2013-05-30,93,555,91,8,0.375,0.0,0.375,38872.0,1,0,Graduation,Married,8,728,9.935384995010324,1,0,0,0.0
2686,2013-10-21,49,411,26,4,0.25,0.0,0.5,22390.0,0,0,Basic,Together,7,104,5.304444805345355,0,0,0,0.0
9790,2013-11-23,12,378,1334,19,0.5789473684210527,0.1578947368421052,0.2105263157894736,78499.0,0,0,Graduation,Single,4,25346,21.559346222901063,0,1,0,0.0
10699,2014-06-16,30,173,92,8,0.375,0.0,0.375,44322.0,1,0,Graduation,Married,8,736,9.959139005578027,0,0,0,0.0
8041,2012-08-09,35,849,1092,21,0.1428571428571428,0.0952380952380952,0.4761904761904761,47111.0,0,1,PhD,Widow,9,22932,21.627039512579923,0,1,0,0.0
7699,2013-02-10,30,664,258,15,0.2,0.2666666666666666,0.2,40590.0,1,1,Graduation,Widow,6,3870,15.40679881529368,0,0,0,0.0
520,2013-01-07,81,698,30,4,0.25,0.0,0.5,34421.0,1,0,Graduation,Married,7,120,5.526789197711985,0,0,0,0.0
7706,2012-07-11,88,878,1048,30,0.3666666666666666,0.2666666666666666,0.1666666666666666,46772.0,0,1,2n Cycle,Together,8,31440,23.885416016844346,1,1,1,0.89
8387,2013-05-01,68,584,235,11,0.3636363636363636,0.0909090909090909,0.4545454545454545,43140.0,0,1,Graduation,Married,6,2585,13.577111985631312,0,0,0,0.0
4310,2014-01-22,25,318,1428,21,0.238095238095238,0.4761904761904761,0.238095238095238,80589.0,0,0,Graduation,Married,1,29988,22.45558939217453,0,1,0,0.0
5991,2013-08-06,24,487,266,13,0.3846153846153846,0.0769230769230769,0.3076923076923077,48150.0,0,1,Master,Married,7,3458,14.745069524334198,0,0,0,0.0
4179,2013-08-20,94,473,55,6,0.1666666666666666,0.1666666666666666,0.5,24221.0,0,0,Graduation,Together,4,330,7.832972708518493,1,0,0,0.0
5534,2013-10-20,30,412,224,10,0.3,0.2,0.3,47808.0,0,1,Master,Married,7,2240,12.987241551447331,0,0,0,0.0
4184,2014-07-06,48,153,265,12,0.25,0.1666666666666666,0.4166666666666667,52157.0,0,1,PhD,Together,4,3180,14.321385269598482,0,0,0,0.0
5176,2013-08-12,88,481,53,5,0.2,0.0,0.6,29604.0,1,0,Graduation,Together,9,265,7.147299938031184,1,0,0,0.0
6661,2012-12-08,63,728,1174,32,0.28125,0.1875,0.375,67445.0,0,1,Graduation,Married,6,37568,24.71689386321457,0,1,0,0.0
11010,2013-08-30,75,463,44,9,0.3333333333333333,0.0,0.3333333333333333,16269.0,1,0,PhD,Single,8,396,8.765164303004738,0,0,0,0.0
6825,2013-06-03,86,551,16,4,0.25,0.0,0.5,41452.0,1,1,Graduation,Together,7,64,4.5598809699382725,1,0,0,0.0
75,2013-07-25,32,499,467,15,0.5333333333333333,0.0666666666666666,0.3333333333333333,41039.0,0,0,2n Cycle,Together,8,7005,17.047173856310113,0,1,0,0.01
5823,2014-08-03,63,125,39,7,0.1428571428571428,0.0,0.5714285714285714,32303.0,0,1,PhD,Single,5,273,7.670809179133754,0,0,0,0.0
4442,2013-05-04,70,581,177,9,0.1111111111111111,0.1111111111111111,0.5555555555555556,46524.0,0,1,Graduation,Single,3,1593,11.93149755802432,0,0,0,0.0
3498,2012-11-25,6,741,877,25,0.28,0.2,0.36,55424.0,0,1,PhD,Married,6,21925,22.082226902655663,0,1,0,0.01
749,2013-11-19,31,382,145,9,0.3333333333333333,0.1111111111111111,0.3333333333333333,42162.0,1,0,Graduation,Together,6,1305,11.475178316492032,0,0,0,0.0
3623,2014-11-06,55,30,45,10,0.4,0.0,0.3,21675.0,1,0,Graduation,Together,7,450,9.180681105881352,0,0,0,0.0
92,2014-12-05,12,1,89,11,0.2727272727272727,0.0,0.3636363636363636,34176.0,1,0,Graduation,Alone,6,979,11.181606972584024,0,0,0,0.0
3120,2013-08-28,49,465,22,4,0.25,0.0,0.5,38547.0,1,0,Graduation,Together,8,88,5.046383265334207,0,0,0,0.0
6327,2013-12-19,87,352,1146,17,0.1176470588235294,0.4705882352941176,0.3529411764705882,65777.0,0,0,Graduation,Together,1,19482,20.362394787608903,1,1,1,1.0
2980,2013-03-22,52,624,35,10,0.3,0.0,0.3,8820.0,1,1,Master,Single,8,350,8.592903122507341,0,0,0,0.0
10967,2013-06-02,38,552,99,9,0.2222222222222222,0.0,0.4444444444444444,33378.0,1,1,Graduation,Divorced,7,891,10.6037962209568,0,0,0,0.0
1029,2013-01-08,27,697,279,12,0.4166666666666667,0.0833333333333333,0.4166666666666667,64413.0,0,1,PhD,Together,5,3348,14.452949972079914,0,0,0,0.0
4141,2013-08-21,26,472,776,21,0.3809523809523809,0.0952380952380952,0.4761904761904761,71613.0,0,0,Graduation,Together,4,16296,20.572248668780343,0,1,0,0.01
1964,2013-05-09,66,576,1603,18,0.2777777777777778,0.3333333333333333,0.3333333333333333,86610.0,0,0,Graduation,Together,2,28854,21.73071281966162,0,1,0,0.0
8443,2014-10-02,16,65,86,9,0.3333333333333333,0.1111111111111111,0.2222222222222222,24762.0,1,0,Graduation,Single,8,774,10.28313346069513,0,0,0,0.0
4554,2013-01-10,89,695,448,17,0.1764705882352941,0.1176470588235294,0.4705882352941176,47009.0,0,1,Graduation,Together,4,7616,17.65156647955569,1,1,1,0.94
2995,2013-08-17,64,476,1084,17,0.1764705882352941,0.2352941176470588,0.5294117647058824,66636.0,0,0,Master,Together,1,18428,20.201777259240547,0,1,0,0.0
10466,2013-08-22,86,471,60,7,0.1428571428571428,0.0,0.5714285714285714,44393.0,1,1,Graduation,Married,4,420,8.548321885767894,1,0,0,0.0
3469,2012-06-09,94,910,103,9,0.3333333333333333,0.0,0.3333333333333333,34487.0,1,1,PhD,Divorced,9,927,10.694105250400138,1,0,0,0.01
8475,2014-01-03,98,337,1608,37,0.0,0.5945945945945946,0.0,157243.0,0,1,PhD,Married,0,59496,26.857637783664146,1,1,1,0.97
1272,2012-10-21,49,776,903,26,0.2692307692307692,0.1923076923076923,0.3846153846153846,55250.0,0,1,Master,Single,5,23478,22.434199146581204,0,1,0,0.0
7030,2013-03-30,1,616,1485,35,0.3142857142857143,0.2571428571428571,0.3428571428571428,66465.0,0,1,PhD,Married,6,51975,26.17346052129701,0,1,0,0.0
5324,2014-01-19,94,321,422,19,0.2631578947368421,0.1578947368421052,0.3157894736842105,58293.0,1,0,PhD,Married,5,8018,18.116308006961457,1,1,1,0.93
6262,2013-10-04,93,428,1573,22,0.1363636363636363,0.4545454545454545,0.3636363636363636,72217.0,0,0,Master,Single,2,34606,23.08155007884144,1,1,1,0.98
3643,2014-03-20,65,261,928,14,0.2857142857142857,0.2142857142857142,0.4285714285714285,63206.0,0,0,Master,Married,2,12992,18.507109544499187,0,1,0,0.0
8162,2013-01-01,88,704,26,5,0.2,0.0,0.6,14661.0,0,0,Master,Together,6,130,5.9053469136941725,1,0,0,0.0
309,2012-10-16,48,781,1101,19,0.4210526315789473,0.1578947368421052,0.2631578947368421,63342.0,0,1,PhD,Together,6,20919,20.984751049019906,0,1,0,0.0
10381,2013-05-07,43,578,21,4,0.25,0.0,0.5,47691.0,0,1,Graduation,Single,6,84,4.974840913378188,0,0,0,0.0
4915,2012-03-08,86,1003,732,23,0.217391304347826,0.0869565217391304,0.5217391304347826,53230.0,0,1,2n Cycle,Married,5,16836,20.96608416724436,1,1,1,0.98
7807,2012-12-09,26,727,369,16,0.3125,0.0625,0.3125,44989.0,0,1,Graduation,Married,6,5904,16.754215625690886,0,1,0,0.0
1744,2013-07-01,67,523,54,5,0.2,0.2,0.4,23529.0,0,1,Basic,Single,6,270,7.180177180992104,0,0,0,0.0
7327,2013-12-29,71,342,47,9,0.1111111111111111,0.1111111111111111,0.4444444444444444,36732.0,1,1,PhD,Married,2,423,8.91376973969999,0,0,0,0.0
10304,2012-12-28,77,708,60,5,0.2,0.2,0.4,18690.0,0,0,Graduation,Married,8,300,7.365697172934656,0,0,0,0.0
5922,2013-10-13,48,419,218,12,0.3333333333333333,0.0833333333333333,0.4166666666666667,40344.0,0,1,PhD,Married,7,2616,13.822696070706966,0,0,0,0.0
194,2014-09-06,55,91,41,5,0.2,0.0,0.6,48006.0,1,1,Graduation,Married,6,205,6.697004931405235,0,0,0,0.0
2877,2013-01-21,21,684,541,26,0.2692307692307692,0.0384615384615384,0.3076923076923077,46014.0,1,1,Master,Together,7,14066,20.74816976884845,0,1,0,0.01
9817,2012-08-21,71,837,1049,27,0.3333333333333333,0.1481481481481481,0.4444444444444444,44802.0,0,0,Master,Single,8,28323,23.18063210090842,0,1,0,0.01
252,2013-03-17,11,629,601,17,0.3529411764705882,0.1176470588235294,0.4705882352941176,41003.0,0,0,PhD,Divorced,6,10217,18.499123363185277,0,1,0,0.0
4377,2013-07-01,32,523,575,15,0.4666666666666667,0.2,0.2,52914.0,0,1,Graduation,Married,7,8625,17.622872417387306,0,1,0,0.02
5948,2014-04-29,96,221,237,12,0.3333333333333333,0.0833333333333333,0.4166666666666667,57338.0,0,1,Graduation,Single,5,2844,14.03609714828926,1,0,0,0.01
10609,2013-12-10,15,361,88,8,0.125,0.125,0.5,42769.0,0,1,PhD,Married,4,704,9.862542150300683,0,0,0,0.0
11171,2013-11-10,60,391,411,21,0.2857142857142857,0.1428571428571428,0.238095238095238,56962.0,2,1,Master,Married,7,8631,18.611238785501065,0,1,0,0.0
8159,2014-01-04,10,336,182,11,0.3636363636363636,0.0909090909090909,0.2727272727272727,51287.0,1,1,Graduation,Married,7,2002,12.945086783174157,0,0,0,0.0
1175,2013-09-20,24,442,426,12,0.25,0.4166666666666667,0.25,36262.0,0,0,Master,Married,6,5112,15.53534426301407,0,0,0,0.0
5232,2014-01-27,23,313,227,11,0.3636363636363636,0.0909090909090909,0.4545454545454545,69139.0,0,1,Graduation,Married,4,2497,13.491417057386304,0,0,0,0.0
9166,2013-09-08,57,454,882,23,0.1739130434782608,0.1739130434782608,0.5217391304347826,63967.0,0,1,Graduation,Married,2,20286,21.55777263627516,0,1,0,0.01
5331,2012-11-09,8,757,1869,17,0.1764705882352941,0.3529411764705882,0.4117647058823529,74985.0,0,0,Graduation,Married,2,31773,21.77517553158647,0,1,0,0.0
7053,2013-06-29,75,525,1453,22,0.1363636363636363,0.4545454545454545,0.3636363636363636,78420.0,0,0,PhD,Single,1,31966,22.83289983492208,0,1,0,0.0
2569,2012-10-10,38,787,46,5,0.2,0.0,0.6,17323.0,0,0,Graduation,Married,8,230,6.898538423289683,0,0,0,0.0
5289,2012-09-11,30,816,72,6,0.1666666666666666,0.1666666666666666,0.3333333333333333,41658.0,1,1,2n Cycle,Single,4,432,8.348848570640842,0,0,0,0.0
675,2013-05-17,67,568,332,16,0.25,0.125,0.3125,52034.0,1,1,Master,Divorced,7,5312,16.45570680679249,0,0,0,0.01
7321,2014-05-23,85,197,1033,14,0.2857142857142857,0.3571428571428571,0.2857142857142857,76081.0,0,0,Graduation,Together,2,14462,18.797091124516573,1,1,1,0.98
2948,2014-01-03,76,337,185,10,0.2,0.2,0.5,62637.0,0,1,Master,Divorced,2,1850,12.530793245738696,0,0,0,0.0
10286,2014-03-02,2,279,926,24,0.0833333333333333,0.3333333333333333,0.5416666666666666,83715.0,0,0,Graduation,Married,0,22224,21.99121016882204,0,1,0,0.01
4436,2013-02-20,27,654,137,8,0.25,0.125,0.5,20180.0,0,0,Graduation,Single,7,1096,10.82628289579787,0,0,0,0.0
7419,2014-04-23,90,227,35,7,0.2857142857142857,0.0,0.4285714285714285,27071.0,1,0,Master,Divorced,6,245,7.451718146022062,1,0,0,0.0
528,2012-11-29,99,737,1383,20,0.25,0.2,0.5,65819.0,0,0,Graduation,Married,3,27660,22.02021831915845,1,1,1,0.99
6961,2014-05-22,26,198,11,4,0.25,0.0,0.5,26751.0,2,0,Graduation,Married,8,44,3.999302971028413,0,0,0,0.0
6488,2014-06-04,86,185,99,8,0.375,0.25,0.25,38829.0,0,1,PhD,Married,5,792,10.118593115469045,1,0,0,0.0
2326,2013-02-16,15,658,85,6,0.1666666666666666,0.0,0.6666666666666666,18929.0,0,0,Graduation,Married,6,510,8.667759611196795,0,0,0,0.0
2939,2014-06-22,96,167,1631,15,0.2666666666666666,0.4,0.2666666666666666,79419.0,0,0,Master,Together,2,24465,20.510395685468787,1,1,1,0.98
10430,2013-09-10,22,452,1472,14,0.2857142857142857,0.2142857142857142,0.2857142857142857,89694.0,1,1,Graduation,Divorced,5,20608,19.755378995653597,0,1,0,0.0
10104,2013-03-11,65,635,8,4,0.25,0.0,0.5,33590.0,2,1,Graduation,Together,7,32,3.5362965368969035,0,0,0,0.0
7254,2013-12-27,74,344,137,10,0.3,0.1,0.3,38361.0,1,0,Graduation,Together,7,1370,11.815038319516814,0,0,0,0.0
8135,2013-10-28,41,404,52,5,0.2,0.0,0.6,27161.0,1,0,Master,Married,7,260,7.113808131706588,0,0,0,0.0
6274,2013-11-15,81,386,1615,25,0.32,0.4,0.24,83790.0,0,0,Master,Married,3,40375,24.06986989575925,0,1,0,0.02
7094,2013-12-25,87,346,1064,24,0.25,0.1666666666666666,0.5416666666666666,58330.0,0,1,Graduation,Widow,4,25536,22.43791453021781,1,1,1,1.0
9094,2012-03-08,39,1003,587,16,0.4375,0.25,0.1875,62972.0,0,1,2n Cycle,Married,6,9392,18.06662788018926,0,1,0,0.0
607,2013-02-13,31,661,521,22,0.3636363636363636,0.0454545454545454,0.3181818181818182,41769.0,0,1,2n Cycle,Divorced,8,11462,19.62088052701333,0,1,0,0.0
4437,2013-04-24,65,591,260,12,0.25,0.1666666666666666,0.4166666666666667,65316.0,1,1,Graduation,Married,4,3120,14.272713043343952,0,0,0,0.0
378,2012-12-30,68,706,794,21,0.3333333333333333,0.0952380952380952,0.4761904761904761,52531.0,0,0,Graduation,Married,6,16674,20.64303899444729,0,1,0,0.0
5589,2012-08-31,95,827,793,24,0.375,0.0833333333333333,0.4166666666666667,51983.0,0,1,Graduation,Divorced,7,19032,21.492702534035693,1,1,1,0.97
1665,2013-09-23,71,439,1750,18,0.1111111111111111,0.2777777777777778,0.3333333333333333,64140.0,0,2,PhD,Divorced,5,31500,21.9889004973496,0,1,0,0.0
839,2013-09-25,54,437,170,9,0.3333333333333333,0.1111111111111111,0.4444444444444444,45503.0,1,0,PhD,Married,5,1530,11.839117858393776,0,0,0,0.0
8659,2014-01-21,50,319,1038,27,0.2222222222222222,0.2962962962962963,0.4074074074074074,69805.0,0,1,PhD,Together,2,28026,23.145539148880918,0,1,0,0.0
9504,2013-06-11,4,543,1008,25,0.12,0.32,0.52,81698.0,0,0,Master,Married,1,25200,22.53532526229528,0,1,0,0.0
4487,2013-01-24,67,681,95,7,0.2857142857142857,0.0,0.5714285714285714,39858.0,1,0,Master,Single,6,665,9.491295240029448,0,0,0,0.0
938,2013-07-30,30,494,87,7,0.2857142857142857,0.1428571428571428,0.2857142857142857,40211.0,1,1,Graduation,Married,8,609,9.310360168118446,0,0,0,0.0
7755,2013-12-11,91,360,411,16,0.5625,0.0625,0.25,57744.0,0,1,PhD,Married,8,6576,17.05884369825113,1,1,1,0.87
3102,2013-10-16,32,416,32,5,0.2,0.0,0.6,19414.0,1,0,2n Cycle,Together,8,160,6.264900532485061,0,0,0,0.0
5758,2014-01-14,23,326,1189,28,0.3571428571428571,0.1428571428571428,0.4642857142857143,65169.0,0,0,Graduation,Married,6,33292,23.846207791172716,0,1,0,0.0
10207,2013-06-19,40,535,15,4,0.25,0.0,0.5,22775.0,1,0,Graduation,Together,8,60,4.462309405159923,0,0,0,0.0
5287,2014-06-19,77,170,79,10,0.3,0.1,0.3,34961.0,1,0,Graduation,Married,7,790,10.507640952561053,0,0,0,0.0
3174,2013-05-22,61,563,1957,20,0.25,0.5,0.2,87771.0,0,1,Graduation,Together,6,39140,23.07650224763596,0,1,0,0.0
4240,2012-03-11,79,1000,58,7,0.2857142857142857,0.1428571428571428,0.2857142857142857,17345.0,1,0,Graduation,Married,8,406,8.479000748612567,0,0,0,0.0
11004,2014-05-17,23,203,22,4,0.25,0.0,0.5,60182.0,0,1,2n Cycle,Single,4,88,5.046383265334207,0,0,0,0.0
4399,2014-06-25,3,164,1091,16,0.25,0.25,0.4375,68695.0,0,0,Graduation,Together,2,17456,19.820498025939767,0,1,0,0.0
5253,2013-09-07,85,455,227,16,0.25,0.125,0.25,54603.0,1,1,Master,Together,7,3632,15.382494485447012,1,0,0,0.1
6248,2013-10-17,47,415,2217,27,0.3333333333333333,0.2592592592592592,0.4074074074074074,91712.0,0,0,Master,Single,3,59859,25.672507031729445,0,1,0,0.02
332,2013-03-22,56,624,275,14,0.2857142857142857,0.0714285714285714,0.4285714285714285,47743.0,0,1,Graduation,Married,6,3850,15.220327694680362,0,0,0,0.0
8147,2013-06-07,40,547,48,8,0.25,0.0,0.375,31454.0,1,1,Graduation,Married,8,384,8.55120320958464,0,0,0,0.0
3388,2013-10-30,16,402,294,17,0.3529411764705882,0.0588235294117647,0.2941176470588235,70844.0,1,1,Graduation,Divorced,7,4998,16.437472957816095,0,0,0,0.0
5529,2014-10-06,56,61,444,22,0.3636363636363636,0.0909090909090909,0.2272727272727272,64014.0,2,1,PhD,Together,7,9768,19.120476640038547,0,1,0,0.0
10262,2013-10-05,96,427,53,11,0.2727272727272727,0.0909090909090909,0.2727272727272727,15072.0,2,0,Graduation,Married,5,583,9.912252983205812,1,0,0,0.0
8461,2014-10-03,3,64,16,4,0.25,0.0,0.5,46102.0,2,1,Graduation,Divorced,7,64,4.5598809699382725,0,0,0,0.0
1146,2012-07-09,5,880,874,26,0.3846153846153846,0.1923076923076923,0.2692307692307692,49912.0,0,1,Master,Together,8,22724,22.326736823224547,0,1,0,0.0
5350,2014-02-13,29,296,2525,18,0.1666666666666666,0.2222222222222222,0.5555555555555556,90638.0,0,0,Master,Single,1,45450,23.06789007477102,0,1,0,0.0
199,2013-01-20,33,685,315,13,0.3076923076923077,0.0769230769230769,0.5384615384615384,45183.0,0,0,Master,Single,7,4095,15.189733676142492,0,0,0,0.0
10789,2013-02-23,13,651,68,7,0.2857142857142857,0.0,0.4285714285714285,45759.0,1,1,PhD,Married,7,476,8.804576957556346,0,0,0,0.0
4073,2014-01-29,0,311,1215,28,0.3571428571428571,0.3571428571428571,0.25,63564.0,0,0,2n Cycle,Married,6,34020,23.9189867601951,0,1,0,0.0
7930,2013-08-19,74,474,268,12,0.25,0.0833333333333333,0.5,26877.0,0,0,Master,Single,6,3216,14.350151358292484,0,0,0,0.0
3710,2012-12-10,41,726,81,7,0.2857142857142857,0.1428571428571428,0.2857142857142857,39684.0,1,0,PhD,Single,7,567,9.163515065281384,0,0,0,0.0
8315,2014-03-26,65,255,23,4,0.25,0.0,0.5,34824.0,0,0,Graduation,Single,6,92,5.1148803223183945,0,0,0,0.0
10770,2014-01-26,73,314,1045,26,0.1538461538461538,0.2692307692307692,0.5,65492.0,0,0,Graduation,Married,2,27170,22.915059386278955,0,1,0,0.0
1458,2014-07-01,40,158,44,9,0.3333333333333333,0.0,0.3333333333333333,21059.0,1,0,Master,Married,6,396,8.765164303004738,0,0,0,0.0
5320,2013-01-29,20,676,171,12,0.25,0.0833333333333333,0.3333333333333333,44051.0,1,1,Master,Divorced,6,2052,13.203062650839474,0,0,0,0.0
8910,2012-10-29,7,768,252,16,0.25,0.0625,0.375,42586.0,1,1,Graduation,Together,8,4032,15.677272937323217,0,0,0,0.0
944,2013-08-01,6,492,393,14,0.2857142857142857,0.1428571428571428,0.5,56181.0,0,1,Graduation,Married,4,5502,16.184258281781645,0,0,0,0.0
4252,2014-03-23,73,258,301,12,0.3333333333333333,0.0833333333333333,0.5,44375.0,0,1,Graduation,Married,5,3612,14.646956109046672,0,0,0,0.0
3525,2012-07-12,19,877,17,4,0.25,0.0,0.5,38200.0,1,1,Graduation,Together,7,68,4.651873888186883,0,0,0,0.0
5883,2013-05-26,78,559,664,21,0.3333333333333333,0.1904761904761904,0.3333333333333333,77981.0,1,0,Graduation,Married,5,13944,20.09111768045546,0,1,0,0.01
9284,2013-08-06,21,487,907,27,0.1851851851851851,0.1851851851851851,0.4444444444444444,53977.0,0,1,Graduation,Together,5,24489,22.69645923828073,0,1,0,0.0
3479,2013-07-19,49,505,50,6,0.3333333333333333,0.0,0.5,16813.0,0,0,Graduation,Single,7,300,7.650979403034094,0,0,0,0.0
7441,2012-06-10,80,909,1615,27,0.074074074074074,0.3703703703703703,0.4444444444444444,71128.0,1,0,Graduation,Divorced,7,43605,24.617358046328867,0,1,0,0.01
3312,2014-12-05,12,1,89,11,0.2727272727272727,0.0,0.3636363636363636,34176.0,1,0,Graduation,Single,6,979,11.181606972584024,0,0,0,0.0
1921,2013-03-10,74,636,71,7,0.2857142857142857,0.0,0.4285714285714285,59062.0,2,1,PhD,Married,4,497,8.893077187776665,0,0,0,0.0
4098,2014-01-28,3,312,44,9,0.2222222222222222,0.0,0.4444444444444444,24639.0,1,1,Graduation,Married,6,396,8.765164303004738,0,0,0,0.0
10260,2013-08-26,74,467,311,15,0.4,0.0666666666666666,0.3333333333333333,45143.0,0,1,Master,Together,7,4665,15.922985870307684,0,0,0,0.0
8414,2013-08-17,76,476,86,8,0.25,0.0,0.5,33419.0,0,1,PhD,Single,7,688,9.81260307843321,0,0,0,0.0
6528,2014-05-06,75,214,10,4,0.25,0.0,0.5,18492.0,1,0,Master,Together,8,40,3.859263562088207,0,0,0,0.0
2109,2013-04-23,60,592,1544,28,0.2142857142857142,0.3928571428571428,0.3571428571428571,96843.0,0,0,Graduation,Single,2,43232,24.725309744748586,0,1,0,0.0
9701,2013-03-19,13,627,312,12,0.3333333333333333,0.1666666666666666,0.25,41883.0,1,0,Graduation,Together,7,3744,14.738720181419398,0,0,0,0.0
2139,2013-02-10,19,664,31,8,0.25,0.0,0.375,7500.0,1,0,Master,Married,5,248,7.61500010418809,0,0,0,0.0
2674,2012-04-09,79,971,1143,16,0.375,0.1875,0.375,75154.0,0,1,Master,Single,3,18288,19.952299155002247,0,1,0,0.0
10722,2013-08-21,63,472,546,17,0.3529411764705882,0.3529411764705882,0.1764705882352941,55593.0,0,1,Graduation,Together,6,9282,18.22220076762279,0,1,0,0.0
4611,2013-01-21,36,684,1724,30,0.3,0.2666666666666666,0.4333333333333333,105471.0,0,0,Graduation,Together,3,51720,25.593445954638288,0,1,0,0.01
2611,2012-01-08,66,1063,1910,19,0.1052631578947368,0.2105263157894736,0.631578947368421,82576.0,0,0,Master,Together,1,36290,22.63390152938769,0,1,0,0.0
10159,2013-03-31,77,615,1185,31,0.3548387096774194,0.1612903225806451,0.2903225806451613,58710.0,0,1,Graduation,Divorced,6,36735,24.531662544553143,0,1,0,0.0
9612,2014-07-02,3,157,43,5,0.2,0.0,0.6,23830.0,0,0,2n Cycle,Single,7,215,6.780357609927691,0,0,0,0.0
1663,2013-10-25,97,407,49,5,0.4,0.0,0.4,34043.0,1,0,PhD,Together,9,245,7.009404263813876,1,0,0,0.0
2154,2012-12-25,33,711,44,8,0.25,0.0,0.375,30372.0,1,1,Graduation,Widow,7,352,8.364092380147232,0,0,0,0.0
